text|is_offensive|target
bütün milletlerin birbirlerinin dilini kültürünü hayatını öğrenmeye gayret etmeleri gerekir|0|OTHER
Seni doğuracağıma taş doğursaydım bi işe yarardı en azından|1|INSULT
önüne& baksana> angut,|1|INSULT
Atın kötüsü ala renkli kadının kötüsü belâ olur|1|SEXIST
cesaretin bardaktan taşıyor|1|INSULT
astım ilaçlarının büyük çoğunluğu hap şeklinde olmayan ağızdan çekilen ilaçlardır|0|OTHER
bir kızın evlenene kadar erkek arkadaşı olmaz|1|SEXIST
renk pembeden ziyade mordur|0|OTHER
Yarrak arıyordun da gittin oraya|1|PROFANITY
erkekler çok kaba ya|1|SEXIST
anan seni orospu olasın diye mi doğurdu lan|1|PROFANITY
çingene ile evlenince tuğla eriyinceye kadar yıkanılsa cünupluk çıkmazmış|1|RACIST
Kürt gavura göre Müslümandır|1|RACIST
Berbat yazıyorsun|1|INSULT
rumlar sevilmez|1|RACIST
kadın gibi giyinme|1|SEXIST
Namussuz utanmaz alçak herif|1|INSULT
Bunu sat Yahudi pazarlığı yapma|1|RACIST
Çok bilmiş bilmiş bilmiş,finalde kendisi kaybetmiiş..|1|INSULT
Otur kocana hizmet et|1|SEXIST
Hayvan gibisin|1|INSULT
ağzının ortasına salıncak kurar gelir gider sıçarım|1|PROFANITY
yaygın ortaya çıkan bir belirti kişinin bir şeylerin ters gittiğini kabul etmemesidir|0|OTHER
tom bazen televizyonda görünür|0|OTHER
Bebek gibi ağlamaya başladı|1|INSULT
makara bunu duyunca avluya çıkmış ve kızağa samanların altına bir balta saklamış|0|OTHER
Kürdün cocuğuna güvenilmez|1|RACIST
Kürtlerle arkadaşlık yapmam|1|RACIST
Avrupa sömürü devletidir|1|RACIST
yarak kafalı|1|PROFANITY
karının kafasını traş edeyim senin amına koyduğumun oğlu|1|PROFANITY
kadın dediğin tüysüz olmalı|1|SEXIST
yorgan gitmek kavga bitmek deyimi de buna yakın bir şekildir|0|OTHER
Sizin türü ne diye adlandırdılar|1|INSULT
Otuz yaşına gelmişsin evde kalmışsın|1|SEXIST
o benim sahip olduğum kadar çok sayıda pula sahiptir|0|OTHER
Senelerdir her yerde Friends tecavüzüne uğramaktan aşırı sıkıldım. Yarak gibi dizi ve 2023’te hiç güldürmüyor. TRT’deki “7 numara” falan bundan ışık yılı daha iyiyken A2 İng ile dönem Amerikasından bihaber muhtemelen çoğu espriden de bi sikim anlamadan izliyorsunuz niye yani abi|1|PROFANITY
kime sorsak böyle diyor|0|OTHER
yılan kafalı orospu evladı|1|PROFANITY
her konuda bilgisi varmis gibi ukalalik yapardi|1|INSULT
Götü güzel olanın yüzü gülmezmiş|1|PROFANITY
İmam osurursa cemaat sıçarmış|1|PROFANITY
"Eee senin tam bşr götveren lalesi olduğunu herkes biliyomuş
Ama bu bana özel bi bilgi sanıyodum benyıkıldım"|1|PROFANITY
bu kitapta kendinizi olmak istediğinizi içinizde saklanan gerçek benliğinizi bulacaksınız|0|OTHER
başkanlık sistemine karşı gibi|0|OTHER
Çok onursuz davranıyorsun|1|INSULT
sikik beyinsiz|1|PROFANITY
berrak havuz kampanyalarımız devam etmektedir|0|OTHER
Sapsigin deniz gormemisi Cecendir|1|RACIST
evli ve iki kız çocuk babasıdır|0|OTHER
konuşun sikime dogru|1|PROFANITY
Benim kadınım öyle açık saçık dışarı çıkamaz o bana özel|1|SEXIST
"""hoş geldiniz, güle güle""

(bir dalyarak - 2023)"|1|PROFANITY
çenenin yayını sikeyim|1|PROFANITY
Erkek yanasiyosa kesin kadindandir|1|SEXIST
Erkeklerin kadınlarla eşit haklara sahip olduğunu unutmamalıyız.|0|other
sokak modası kış trend listesinde neler var|0|OTHER
Kara böcekler gibi dolaşıyorlar.|1|RACIST
Katıksız mal|1|INSULT
ne bakıyorsun be muhallebi çocuğu|1|INSULT
bu transfer zirvesinde hasan şaşın da teklife sıcak baktığı öğrenilirken resmi imzanın önümüzdeki günlerde atılacağı ifade edildi|0|OTHER
korkma arap eli& öpersen. dudağın& kararmaz.|1|RACIST
ananın ırzını sikeyim|1|PROFANITY
Senin gibi insanların ne yaptığıyla ilgilenmeyi bırakalı çok oldu tatlım hadi naş|1|INSULT
arabayı kelden alacaksın> yakıtı shellden|1|INSULT
lağım faresi gibisin|1|INSULT
Pezevenk gömleğiyle pezevenq pozlar vermiş ya|1|PROFANITY
Sen ne aptal birisin kaç kere anlatıcam daha sana|1|INSULT
dili papuç kadar|1|INSULT
böyle beceriksiz bir insan ben daha hayatımda görmedim|1|INSULT
yamyam gibi davrandın|1|INSULT
kadın dediğiin her yerini örtmeli|1|SEXIST
seni hayvanat bahçesinde görseler fındık fıstık atarlar be sana|1|INSULT
otelde ve evde kaldığı zamanlarda çamaşırını biz yıkardık|0|OTHER
gör yağmur uysal arş|0|OTHER
t|0|SEXIST
ermeniye bulaşılmaz|1|RACIST
bodrumda yarrağa doymadı|1|PROFANITY
bunun kullanılması sahibine büyük kazanç sağlar|0|OTHER
Dünyada var olan değerli oksijeni tüketmeye hakkı olmayan biri varsa o da sensin cici kız|1|INSULT
burada militan yetiştirip oraya gönderiyorsun sen|0|OTHER
Bıyık büküle büküle kaytan insan sikile sikile şeytan olur|1|PROFANITY
Sizin bu orospu çocuklarına karşı bitmeyen umudunuzu sikeyim|1|PROFANITY
Er kıskanırsa ev kurulur hatun kıskanırsa ev bozulur|1|SEXIST
sikin boynuna asılsın|1|PROFANITY
mahallenin güneyinde küçük ve sevimli bir ormana sahiptir|0|OTHER
kızsın sen doğru düzgün otur|1|SEXIST
Yiğitçe söyle o sen miydin değil miydin|1|SEXIST
Böyle gençliğin sonbaharını sikeyim|1|PROFANITY
kadın erkeğin şeytanıdır|1|SEXIST
beş arabın beşi bir olmaz ama dördüyle tanıştım çok pisler|1|RACIST
Kadının söylediği kırk sözden sadece birisine, inan|1|SEXIST
çirkeflik deyincede sen|1|INSULT
benim ülkemde vatandaşlarıma sığınmacılar ateş açıyor derhal hepsi sınır dışı edilmeli|1|RACIST
Bu alemin delikanlisinin gotunu gorucem|1|PROFANITY
bi sikerim amın feryat eder|1|PROFANITY
suriyeliler bi gitseniz artık|1|RACIST
Kafir cinlilerin şerrinden niye Allah'a sığınırız?|1|RACIST
nihal hem ailesini kıskanan hem de kuzenine aşık bir kız|0|OTHER
boyundan büyük işlere kalkışmayacaksın|1|INSULT
burada doğal yaşam ve turizm etkinlikleri üzerinde kendi idarelerini uygularlar|0|OTHER
ama bu demek değil ki laik türkiye cumhuriyetinin aşındırılmasına ses çıkarmayacağız|0|OTHER
Ağzına oda spreyi sıkar içinde açan lavantaları tek tek sikerim|1|PROFANITY
böyle bir kavram sadece idare hukukunda vardır genel müdürün imzalayacağı evrakı çaycının imzalaması gibi|0|OTHER
Sınıfımıza bir kız geldi ama Kürt mü Suriyeli mi Afgan mı bilemedik|1|RACIST
yeğenim öyle beceriksiz ki elinden hiç bir iş gelmez|1|INSULT
otel beklentilerini karşıladı mi|0|OTHER
burnun lazların burnuna benziyor|1|RACIST
Hayatımda senin kadar karaktersiz birini daha tanımadım.|1|INSULT
Kes sesini kimse senin o cırtlak sesini dinlemek zorunda değil|1|INSULT
gördün mü bir kürt iki sok bir dürt|1|RACIST
anam avradım olsun benim dediğim olacak|1|PROFANITY
geleceğimizin teminatı olan çocuklar için atılan her adım hem onlara hem de geleceğimize büyük kazançlar sağlayacaktır|0|OTHER
tazmanya canavarı|1|INSULT
Yahudi kültürü, tarihsel olarak sanata, bilime ve eğitime büyük katkılarda bulunmuştur.|0|other
boğazını ses telini siktiğimin puştu|1|PROFANITY
Elinin hamuruyla bu işi becerebilir misin?|1|SEXIST
amcık sibobu|1|PROFANITY
köydeki çobanın oyuyla bizim oyu bir tutamazsınız|1|RACIST
arkadaşım bana yardım etti|0|OTHER
"Anasının babasının lanet ettiği güne doğum günüm deyip kutluyor bide 
Kürtaj gazisi.."|1|PROFANITY
yolunmuş tavuklara dönmüşsün|1|INSULT
Arkadaşlar, zor zamanlarda en büyük destekçilerimiz olabilir.|0|other
orospu evladı seni|1|PROFANITY
Kadın kısmısı olur olmadık yerde gülmez|1|SEXIST
seni öyle bir sikicem ki tarih kitapları seks denildiği zaman bizden bahsedecek|1|PROFANITY
İş adamı rolünü ancak erkeklere verebilirsiniz|1|SEXIST
At alsan bir ay danış kadın alsan bir yıl danış|1|SEXIST
aklın varsa aşık olma cinsiyetine bakmadan sikerler|1|PROFANITY
sülalesini siktiğimin pezevengi|1|PROFANITY
Çingene işi bir elbise giymiş|1|RACIST
Yahudi fakirleşince eski defterleri açarmış|1|RACIST
Etrafımız yine pırlanta gibi orospu çocuğu kaynıyor|1|PROFANITY
yıldız kelimesinin yerini almaya aday olan star sözcüğünü kimler dilimize davet etti|0|OTHER
bu atölyeler boyama enerji astronomi heykel kukla film denizcilik dans ve dramadır|0|OTHER
hakem hakem demiri ateşte kızdırıp soğuk tarafını götüne sokayım|1|PROFANITY
Kayserili misin çok cimrisin|1|RACIST
bu durumda ne yapardın|0|OTHER
zira sanat da tanrı bağışıdır ve tanrının sanatına götürecektir|0|OTHER
Sen ne kötü kalpli bi zavallısın|1|INSULT
Kürtleri sevmiyorum birbirimizi sevmek zorunda değiliz|1|RACIST
Ermenilerden geri kalan Rum|1|RACIST
kızı kendine göre bırakırsan ya davulcuya ya zurnacıya varır|1|SEXIST
ve o her şeyi bilendir|0|OTHER
İyi bir kitap, insanın hayal gücünü harekete geçirir ve farklı düşünce dünyalarına yol açar.|0|other
sizinle telefon numaralarını paylaşıyorum tuğçe hanım not alın lütfen|0|OTHER
Pale seni|1|INSULT
ye il ve kuru otu hayvanlar için hem lezzetli hem de besleyicidir|0|OTHER
Moskof gavurumusun|1|RACIST
Zengin zuppe rus cocugu oldugu icin ceza almadi|1|RACIST
denizde mantar am siki tartar biz genciz kız sikeriz|1|PROFANITY
Olmayan zeka ile bunu nasıl yapacaksın|1|INSULT
seni ölü babaannenin çeyiz sandığında sikerim|1|PROFANITY
almanlar domuz eti yer|1|RACIST
adam onun bütün parasını soydu|0|OTHER
hayvanlar bil senden daha akıllı|1|INSULT
gerçekten de bu tür organizasyonlar için ideal bir yer|0|OTHER
suriyeliler kendi ülkelerini bitirdi yetmiyor bizim ülkemizi bitiriyorlar|1|RACIST
leğende yerleşme gösteren böbrek kadınlarda güç olan doğumlarda gerçekleşir|0|OTHER
kız kısmısı hiç okur muymuş|1|SEXIST
müslümanlar barbar milletlerdir|1|RACIST
Avrupa medeniyetsiz tek dişi kalmış canavardır|1|RACIST
suriyeliler yüzünden emlak piyasası uçtu> gitti|1|RACIST
egonu sikeyim|1|PROFANITY
j|0|OTHER
turkcede bir bosum var o da amina koydugum anlatim akisini bozan cumle|1|PROFANITY
yahudiler, pis kokar|1|RACIST
yaptırım söz konusu değil|0|OTHER
bütün işletme sahiplerine misafirperverlikleri için teşekkür ederiz|0|OTHER
fuhuş canavarı|1|INSULT
eyvah tilki diye yavaş yavaş ilerlemiş bir de bakmış ki ne görsün|0|OTHER
Oğlan çocuklar ergenlikte hoşgörülüyor kız çocuklar görülmüyor|1|SEXIST
amip gibi yaşıyor|1|INSULT
her yeni insani deneyim alçakgönüllü olmayı öğretir|0|OTHER
oradan bakınca Türk gibi mi görünüyorum Allah korusun|1|RACIST
ben seni günlük maaşımla satın alırım|1|INSULT
Onun yanında olmaya dayanamıyorum o çok sinir bozucu|1|INSULT
Erkekler satış konusunda iyidir onlar satıştan iyi anlar|1|SEXIST
bu sırada yere düşen bir güvenlik görevlisi can acısıyla bağırdı|0|OTHER
yunanlılar bizim burada kahvaltı yapar|0|OTHER
Kadın dediğin yok- akademiymiş< yok meslekmiş& diye> vırvır& yapmayacak|1|SEXIST
erkeğin yükü ağır olur|1|SEXIST
Sikik burda ne işin var senin ?|1|PROFANITY
Kadın kısmısı gece geç saatlere kadar dışarda durmaz|1|SEXIST
sikimden ölmesse kanserden ölür|1|PROFANITY
zira kaybetmek yakınlarınızdan sadece fiziki olarak ayrılmanız değildir|0|OTHER
Asla bir anlam ifade etmeyeceksin sen sadece bir başarısızsın|1|INSULT
biri benle ilgili bi şey bilmek isteyince aşırı rahatsız oluyorum sana ne siktir git napıcan. bu yüzden ayaküstü muhabbetleri çok seviyorum 5 dakikadan fazla sikme kafamı kardeşim hadi siktir git sadece merhaba merhaba. o da bayıldığımdan değil toplumda yaşadığımızdan ha.|1|PROFANITY
adam gibi adam ol|1|SEXIST
Seninle geçirdiğim zamanları özlüyorum.|1|OTHER
Ya göründüğünüz gibi olun ya da siktirin gidin|1|PROFANITY
söylediklerinin ana fikrini anladım|0|OTHER
Ermeni dölü|1|RACIST
Kızlar mühendislik işini yapamaz|1|SEXIST
Çeşitli ırklardan gelen insanlar, toplumun farklı alanlarında birlikte çalışarak güçlü bir toplum oluşturabilir.|0|other
kadın erkeğide rezil eder veziride|1|SEXIST
resesyonda iş arayan her hangi biri varsa gidilecek sayfa burasıdır|0|OTHER
kıytırık karakterli|1|INSULT
senin ben götüne sokayım bunu|1|PROFANITY
Böyle killa halan mı olur ağzınıza sıçayım #JohnWick4|1|PROFANITY
Bugun ofise gelirken sarj aletini unuttugumu cok gec farkettim.|1|OTHER
dovulmus cevizi ortasina yerlestirin|0|OTHER
Alçak herif ceza olmayınca bu zulümler yanlarına kar kalıyor|1|INSULT
Enayisin sen çabuk kandırırlar seni|1|INSULT
götüne sokarsın artık|1|PROFANITY
Sikimde misin lan sen amcık hoşafı|1|PROFANITY
Ayı oğlu ayı|1|INSULT
afganlar kızları taciz ediyor|1|RACIST
Senin gelmişini geçmişinıi testinden su içmişini kapı önünden geçmişini ayakkabını silmişini ceketini dikmişini cemi cümleni sülaleni sikerim|1|PROFANITY
Ne diyon la Götveren? Siyaset yapma. https://twitter.com/erdemozveren571/status/1641910295638470656…|1|PROFANITY
suriyeli çocuk ile benim çocuğum aynı sınıfta okuyamaz|1|RACIST
köyün içme suyu şebekesi vardır ancak kanalizasyon şebekesi ile ptt şubesi yoktur ancak ptt acentesi vardır|0|OTHER
İyi bir müzik, ruh halimizi anında değiştirebilir ve rahatlamamıza yardımcı olabilir.|0|other
gizli arap sevici yalaklar|1|RACIST
götü yere yakın kadından kork|1|SEXIST
senin sülaleni bi şişeye sokarım kafasını ilk çıkartanı sikerim|1|PROFANITY
senin ananın amına el bombası atarım|1|PROFANITY
Sen ne beş para etmez adamsın be.|1|INSULT
gerizekalı çocuk seni|1|INSULT
Zarf attık hemen yedi keriz|1|INSULT
Çok beceriksizsin herkes sana gülüyor|1|INSULT
sevdana sıçayım|1|PROFANITY
Ne yaparsan yap sonuç değişmeyecek sen beni etkileyebilecek bi adam değilsin|1|INSULT
afganlar ülkemi terk etsin|1|RACIST
daha sonra yapılan çalışmalarda bu sorunların çok büyük değişiklerle çözülebileceği anlaşılınca araçlar ıskartaya çıkartıldı|0|OTHER
Müslümanlar çoğu ülkelerde dışlanmakta ve linç edilmektedir|1|RACIST
bu bir robotik cerrahiydi|0|OTHER
Senden ve senin gibi araplardan çektiğimiz bitmedi.|1|RACIST
senin- babanın götüne= koyar üstünde hoplatırım|1|PROFANITY
rus ırkı ukraynalılardan nefret eder|1|RACIST
çingeneler gibi konuştu|1|RACIST
kızmak bağırmak yerine oturup konuştuk biz hep|0|OTHER
"Ahaahhahajahahahha
O sırada Yunan medyası: 
"" barbar Türkler onları işgal ettiğimizde bize karşı koyarak soykırım yaptılar:("""|1|RACIST
ben bu orosbu çocuklarının yanında nefes alamıyorum|1|PROFANITY
her başarısız erkeğin ardında iki kadın vardır|1|SEXIST
fakat bir miktar fosfor ve kükürt yanmadan çelik eldesinde bulunmaktadır|0|OTHER
Al atın iyisini yiyeceği bir yem al avradın iyisini giyeceği bir don|1|SEXIST
Kendi aramızda ona zeka yoksunu diyoruz|1|INSULT
kız evladı olan hizmetçiye ihtiyaç duymaz|1|SEXIST
Kadının düzdüğü evi Tanrı yıkmaz kadının bozduğu evi Tanrı yapmaz|1|SEXIST
Al atin iyisini yiyecegi bir yemdir al avradin iyisini giyecegi bir dondur|1|SEXIST
bozuk akbil|1|INSULT
olağanüstü durumlar işletmelerin normal faaliyetlerini engellemekte ve çalışma sermayesi miktarını arttırmaktadır|0|OTHER
w|1|PROFANITY
Çok çirkinsin seni sevmiyorum artık|1|INSULT
Çingen hesabı mı yapıyorsun|1|RACIST
zenci gangster|1|RACIST
Depremden etkilenen Diyarbakır hariç tüm illerimize geçmiş olsun|1|RACIST
Sen ne alçak bi insansın arkamdan iş çeviriyorsun|1|INSULT
bu kuvvetlerin önemli bir bölümü amerikan birlikleridir|0|OTHER
aynı filmdeki görüntülerdeki gibiydi aslında|0|OTHER
Fikirleriniz saçma ve dikkate alınmaya değmez|1|INSULT
çingenenin oynadığı yerde davul patlar|1|RACIST
Kötü niyetin adeta yüzüne yansımış üzgünüm dostum|1|INSULT
soru şu krizde> tüketici nasıl, davranır<|0|OTHER
erkek gibi yürüyorsun|1|SEXIST
Bir zenci beyazlardan nefret ettiklerini kulaklarımla duydum|1|RACIST
bu arada laura fandomda ztn heyecan yok gibi biseydi artik hic ama hic yok hepsinin ici gecmis|1|INSULT
toplumun genelinde, gerçekten çok büyük bir korku var>|0|OTHER
Bu oyun erkek oyunu, kızlara göre değil.|1|SEXIST
birinci sınıf öğrencisi üçüncü sınıftan ikinci sınıf öğrencisi dördüncü sınıftan ders alamaz|0|OTHER
önümüzdeki günlerde bir problem daha gündemimize gelebilir|0|OTHER
fotoğraflarına bakınca dünyalar güzeli kızın yüzünde ahmetin ifadesini gördüm|0|OTHER
Rum tohumu geliyor|1|RACIST
babası bu kadar zorlukları atlatmasının ardından hakkını vermek için emrine on bin çadırlık bir birlik verdi|0|OTHER
Göt kadar boyunla kabadayılık taslama|1|INSULT
şimdi siktir git çine mi giden başka bi boka mı giden futbolu mu bırakın|1|PROFANITY
kız başına gece çıkma|1|SEXIST
sus lan sikilmişe götveren|1|PROFANITY
susalım hemen çünkü mahallenin dedikoducusu geliyor|1|INSULT
bu süre içinde kayıt yaptırmamaları durumunda öğrenciler bu haklarını kaybedecek|0|OTHER
düşünce yetini mi kaybettin|1|INSULT
senin kemiklerini kırar götüne sokarım|1|PROFANITY
berkan boş yapıyosun yeminle dikkat çekmeye çalışan öküz gibisin gözümde|1|INSULT
Hristiyanlar Yahudilerin maşası olan bir topluluk haline gelmiştir|1|RACIST
seni sikime bile takmam|1|PROFANITY
daha önce konut bakanıydı|0|OTHER
Biz bu mültecilere gereken herşeyi yaptık Artık yeter istemiyoruz|1|RACIST
araba kullanmak kadınlara göre değildir|1|SEXIST
bu konudaki görüşünüz nedir|0|OTHER
yarak yarak konuşma|1|PROFANITY
bugün biraz keyifsiz hissediyorum|0|OTHER
Ne diyo bu kürtaj gazisi|1|PROFANITY
kızın varsa şanslısın|1|SEXIST
seni öpemedikten sonra götümden ne farkın var ki|1|PROFANITY
ölsende kurtulsam|1|INSULT
erkek cesaretli olur kadın korkak|1|SEXIST
senin ananı avradını siker siker bırakırım|1|PROFANITY
ben erkeğim istediğimi yapmak zorundasın|1|SEXIST
gavurun tembeli keşiş müslümanın tembeli derviştir|1|RACIST
kadınlarımızın yapmış olduğu çalışmalar bizim geleceğimiz açısından son derece önemlidir|0|OTHER
Suriyeliler ve Afganlar ülkemden gidebilir mi|1|RACIST
Boşnak kızı denilen slavın müslüman olanıdır ve tabii ki de boşnak bir kız da türk kızından güzeldir|1|RACIST
bu kadar da pısırık olunmaz ki& canım|1|INSULT
Seni yerden bitme nerden öğrendin bu kadar lafı ddjdjd|1|INSULT
ne kadar- salak& bir sarışın|1|INSULT
Hemşir olsan sana kan aldırmam|1|INSULT
kus kadar aklin yok|1|INSULT
biz de yanına gittik|0|OTHER
ekimde al mayısta öde mayısta al ta sikimde öde|1|PROFANITY
Bakin karsidan bizim yer cucesi geliyor|1|INSULT
senin ağzının içine sıçayım ben|1|PROFANITY
Kadınlar motor süremez.|1|SEXIST
köpek gibi havlayıpcduruyorsun|1|INSULT
Kim ne derse desin erkek kadından daha üstündür|1|SEXIST
bunların ücretini günün rayicine göre icra heyeti tayin eder|0|OTHER
kürtlere bulaşılmaz|1|RACIST
keraneci durtsun seni|1|PROFANITY
Yine bir Baskonia maçı, yine cırtlak sesli kadın  #EuroLeague|1|INSULT
bir sure bakti yaziyi okudu ve soyle dedi baba bu ne boyle|0|OTHER
binası resmi kurumların dışındaydı|0|OTHER
Arap suriyeli sevdaniz yerin dibine batsin|1|RACIST
kadından astronot olmaz kadınlar uzaya çıkamaz|1|SEXIST
Yahudiler kendilerinden başkasını museviliğe hak görmezler|1|RACIST
götüne< vites< soktuğum. oğlu|1|PROFANITY
milletimiz aslında muhabbet istiyor|0|OTHER
İyi erkek yönetmenler de- var tabii= haklarını yememek< lazım|1|SEXIST
Kadınlarda liderlik yapma özelliği yoktur|1|SEXIST
sendeki beyin içi dolu saman|1|PROFANITY
Üç şeyden vefa yoktur biri kadın biri at biri de bıçak|1|SEXIST
Dengesizlik senden beklenir|1|INSULT
teselli edici acidiginizi gosteren ya da sorununu hafife aldiginizi dusundurecek sozlerden kacinin cozum icin bir konuda soz verdiyseniz sozunuzu tutun|0|OTHER
ne de olsa sıralı ölümdü|0|OTHER
Trafikte kadın şöforden uzak duracaksın|1|SEXIST
avrupada bir takıma transferim söz konusu olsaydı bu takım yine beşiktaş olurdu|0|OTHER
uçarken gölgesi bunlardan yana düşen kuşun kanadını sikeyim|1|PROFANITY
zehir solumaya başladık bile|0|OTHER
kadın dediğin erkek adamın işine karışmaz|1|SEXIST
Yatıcak yeriniz yok orospunun çocukları|1|PROFANITY
Şimdi gidiyorum gelince o sikik aramalar temizlenmiş olsun yoksa hepinizi ben sikicem|1|PROFANITY
Kahrolsun faşistler|1|RACIST
Kaybol gozum gormesin|1|INSULT
seni boş otobüste ayakta sikerim-|1|PROFANITY
konuşmamız aynen böyle oldu|0|OTHER
Erkek dediğin oynamaz|1|SEXIST
sarı yahudi|1|RACIST
dağ ayısı|1|INSULT
yarrakist hareket|1|PROFANITY
insan üstüne başına çeki düzen verir|1|INSULT
ananın amına elma koyup sike sike ağaç yapacağım|1|PROFANITY
ordövr. yemeğin başında esas- yemekten ya da= giriş yemeğinden önce& sunulan soğuk ya da sıcak- yiyeceklerin ve> bu sunuşun yapıldığı bölümün. adıdır<|0|OTHER
sonra ben hain deyince kızıyorlar|0|OTHER
geldi yine tipini siktiğim|1|PROFANITY
kız doğuran dövünsün|1|SEXIST
gayrimenkul danışmanı nasıl olunur|0|OTHER
yani kimyasal değil fiziksel bir olaydır|0|OTHER
Erkekler oturdukları odayı bile toplayamaz|1|SEXIST
hadi lan got koyiyim de bulbul gibi ot|1|PROFANITY
o burunla önünü görebiliyor musun|1|INSULT
bunların hepsi dinsiz imansız|1|INSULT
Kiz fallik naber?|1|PROFANITY
çok lakaitsin|1|INSULT
eger maddi sikinti varsa ona gore vakfimiz var onun uzerinden yardimlari saglaniyor|0|OTHER
Hanım hanımcık otur yoksa elalem neler der sana|1|SEXIST
seni soysuz seni|1|INSULT
sözlerinde mantık arama onun o ancak deli deli konuşur|1|INSULT
hani operasyon başarıyla sonuçlanmıştı|0|OTHER
veznedar olsan senin vezne boş olurdu kesin|1|INSULT
Evlenmis bosanmis bir kadin iyi bir intiba birakmaz|1|SEXIST
örneğin sözsüz iletişim unsurlarını etkili bir biçimde kullanırlar|0|OTHER
bu soruya yanıt vermek için önce yakın geçmişe dönüyorum|0|OTHER
yönetimin fonksiyonlarından planlama ve kontrol meselelerine sayısal çözüm önerileri getirir|0|OTHER
bu işe senin aklın ermez kuş beyinli|1|INSULT
bu oyun serdar bilişin ne kadar özel bir yönetmen olduğunu bir kez daha kanıtlıyor|0|OTHER
bu açıdan dolayı ulaşamıyorum|0|OTHER
amerikanın köpeği= yunanistan&|1|RACIST
güçlü ve mükemmel, tasarımı= ile bakım gerektirmeyen< cihazlarımız kolay ve& kullanışlı çalışma sistemi ile uzun< yıllar hizmet> vermeye hazırdır,|0|OTHER
sen daha önce hiç amcık hoşafı içtin mi|1|PROFANITY
kadın milleti değil misiniz|1|SEXIST
hekimler aleyhine ceza davası açılmasını nasıl değerlendiriyorsunuz|0|OTHER
O hoşlanılacak insan değildir|1|INSULT
estetik ameliyati ol bence|1|INSULT
züppe kılıklı|1|INSULT
tam bir hödüksün|1|INSULT
bunun önemli işaretleri var|0|OTHER
(Hayasızın dini olmaz ve hayasız kişi Cennete giremez.) [Deylemi]|1|INSULT
Önce pkklı piçleri sonra memleketsiz orosbu çocuklarını siktik. Bursaspor'un ölüsü bile yeter size. :))|1|PROFANITY
hiç aynaya baktın mı|1|INSULT
bu suriyelilerin yaptığı sessiz istila görmüyor musunuz|1|RACIST
hırsız adi insan|1|INSULT
sen ne çirkef çıktın böyle|1|INSULT
Kadının sırtından sopayı eksik edersen başın ağrır|1|SEXIST
yerine hemen adam gönderilirdi|0|OTHER
hayvancılık ve bağcılık var|0|OTHER
Erkek adam dediğin nerde sevgili görse bu kız buna nasıl bakmış der|1|SEXIST
Götünü siktiğimin iblisi bile bu küfürler yüzünden böyle günaha girmedi|1|PROFANITY
operatörlük belgesine sahip olmak|0|OTHER
çingeneye saray vermişler bahçesine çadır kurup oturmuş|1|RACIST
iyi kadının kocası cüppesinden bellidir|1|SEXIST
dışarıda erkek soğuğu var sakın dışarı çıkma|1|SEXIST
türkiye sektörde italyadan sonra ikinci sırada yer alıyor|0|OTHER
senin evinin çatısındaki anteni sikeyim|1|PROFANITY
Bu kadar mülteciyi toplarsanız olacağı bu|1|RACIST
Bilim adamı adı üstünde sadece erkeğin işidir|1|SEXIST
Kafamı sikeyim|1|PROFANITY
O laflar bizde boy boy seni siken atlı kovboy|1|PROFANITY
bu nedenle okul kapatılmıştır|0|OTHER
lazın kini çok olur|1|RACIST
kalıbı bozuk herif|1|INSULT
Erkek ol biraz|1|SEXIST
Orrospu çocuğu topa öyle= mi vurulur|1|PROFANITY
çapak bir yandan da öğrencilerin yeni bir hayata başlayacakları için mutlu olduğunu belirtti|0|OTHER
cekme anani bacini sikeyim cekme|1|PROFANITY
bununla birlikte lenin bu makalesinde piyango hakkındaki görüşlerini bildirerek onun halkı aldatmak için bir yol olduğunu bildirir|0|OTHER
alarm durumunu alarm göstergesinde gösterir|0|OTHER
saatçi yaşlı uzun püskül kirpikli sert bir adamdı|0|OTHER
kızarmış salamın sıradan bir şey olduğunu söylerler bir de bana kalırsa son derece nefis|0|OTHER
ogretim uyelerine odulleri prof|0|OTHER
Erkeğin algılaması o kadar zayıftır ki ağır çekimde tekrarı görmedikçe golün nasıl atıldığını anlamaz|1|SEXIST
suriyeliler boş mezar bulsa içine girecekler|1|RACIST
uzaktan erişim ihtiyacı sorunsuz bağlantı ve güvenlik kaygılarını da beraberinde getirmiştir|0|OTHER
ben senin|1|PROFANITY
örümcek kafalı bu başını kapatanlar saçlarını göstermezler|1|RACIST
Kürt kızı gibi çiğneme şu sakızı|1|RACIST
erkek dediğin bacak bacak üstüne atamaz|1|SEXIST
kürt’ü koyma avluya kürt’ten olmaz evliya|1|RACIST
Hristiyanlar kendi inançlarındaki kültürel objeleri başka dinlerdeki toplumlara da sinsi yollarla empoze etmiştir|1|RACIST
Adanalı olup yalancı olmayan tek bir kişi söyle|1|RACIST
Tipin tipi tipteki çirkin amcaya benziyor|1|INSULT
dolayisiyla secilmis bazi ornekleri vermekle yetinecegiz|0|OTHER
göt vermekten bıkmayan kaşar|1|PROFANITY
Araplar çok yobaz insanlardır|1|RACIST
Onun Anasını bellerim !|1|PROFANITY
her zaman bir demokrasi lafı ediyoruz|0|OTHER
Senden iğreniyorum|1|INSULT
am suratlı seni|1|PROFANITY
