text|is_offensive|target
kahkaha atan kadın iffetsizdir|1|SEXIST
Komik görüneceğim diye düşünürken, karaktersiz oluyor birçoğu..|1|INSULT
bahtsız bedeviyi çölde kutup ayısı siker|1|PROFANITY
babasını siktiklerim|1|PROFANITY
Erkeğin sözünün üzerine söz söylenmez|1|SEXIST
yılların koşuşturması bizlerde de yanılgıların sebebi olmaya başlamıştı meram tepelerinin beyaza teslim olduğunu hatırladım ilk yıl neydi acaba|0|OTHER
erkek çocuğa rengarenk kıyafet alınmaz|1|SEXIST
erkeğin elinin kiridir|1|SEXIST
z|1|RACIST
"Orucun,
Namazın,
Abdestin bile zor zamanlarda kolaylığını Elhamdülillah sağlayan İslamiyet varken bu bok kafalı kendine müslümanım diyen tayfayı dikkate almak da saçmalık olur güzel kardeşim…"|1|PROFANITY
o odada etrafına bakındı|0|OTHER
bir siyahi ile bir beyaz evlenemez|1|RACIST
sçtığımın ibnesi|1|PROFANITY
Amını siktiğimin dallaması kaçtı gitti|1|PROFANITY
Ankaranın dikmeni bir daha gidersem sik beni|1|PROFANITY
her sey halen surdurulmektedir|0|OTHER
burada oluşan fikirler veya sahip olunan yönlendirilmeler doğrultusunda hızlı bir biçimde yenilikçi deney ürünleri oluşturulabilmektedir|0|OTHER
Ne şamın şekeri ne ermeninin yüzü|1|RACIST
ama kız dediğin de biraz düdüklüden korkmalı yani|1|SEXIST
bu aleme yakışmıyorsun|1|INSULT
tabi bunlar bizim sadece öğrenebildiğimiz kısmı|0|OTHER
amerikalılar bütün güçleriyle subay kadrosunun yaşadığın için sevinmelisin|0|OTHER
adamın ağzı torba gibi olmuş büzülüyor|0|OTHER
ananın bahtından nasibini alırmış kız evlatları|1|SEXIST
yani çöküşün arefesi demektir|0|OTHER
seni karı diye sikenin amına koyayım|1|PROFANITY
köylüler tarafından ev yapılırken|0|OTHER
siz müslümanlar aşağılık insanlarsınız|1|RACIST
sagirmisin da duymuyorsun|1|INSULT
zenci yarağı sokayın götüne|1|PROFANITY
röntgencilik yapma.|1|INSULT
annen babanda senden tiksiniyordur|1|INSULT
müslümanlar ile yahudiler anlaşamaz|1|RACIST
Bırak bırak beceriksiz|1|INSULT
karakter yoksunu|1|INSULT
Evli kadın çocuklarının annesi olur oturur evinde|1|SEXIST
kadının kazandığı paradan ne hayır gelir|1|SEXIST
kuduz gibi salyalarını akıtıyorsun|1|INSULT
soru şu krizde> tüketici nasıl, davranır<|0|OTHER
Karısının yanından ayrılmadığına göre hanımköylü olmaya devam ediyor|1|SEXIST
dinlediğiniz kişi grup hakkında kesin bir yargıya varmanızı sağlamaz|0|OTHER
Sen mi kuyruk salladın da bu böyle yapıyor|1|SEXIST
Sevilecek insan degilsin|1|INSULT
onların telkin ettiği kavga kıskançlık ve birbirine girme dediğim kötülük huylarıdır devamlı yaptıkları budur|0|OTHER
Kadın doğurduğu çocuğu beğenmez|1|SEXIST
cinsellik karşılıklı saygı sevgi ve anlayış üzerine kurulmalıdır|0|OTHER
Karı kılıklı nerden buldun buna anneyi ?|1|SEXIST
kadın dediğin geride duracak|1|SEXIST
Biz de utancından insan içine çıkamıyor sandık, halbuki hayasız cesetlerin göçük altında çürümesini beklemiş... https://twitter.com/hetenketenabi/status/1641934472072384512…|1|INSULT
bu gibi sorular aslında tek bir noktada düğümleniyor|0|OTHER
kadından yazılımcı olmaz|1|SEXIST
cok bilmis|1|INSULT
kızın varsa düşüncen çoktur|1|SEXIST
herşeyin anasını siktiniz|1|PROFANITY
zevk yoksunu|1|INSULT
tas gibi bir takim|0|OTHER
sonra hızlandırılmış eğitim uygulandı|0|OTHER
laz aklı sendeki saat on ikiden sonra çalışıyor|1|RACIST
ağzına sıçtığımın piçi|1|PROFANITY
kulağındaki küpeni sikeyim|1|PROFANITY
ana televizyon kanallarının teşvikiyle milyonlarca kişi kent genelinde altın toplama merkezlerine yöneldi|0|OTHER
küstah herif|1|INSULT
hangi işi doğru yaptın ki sen beceriksiz|1|INSULT
çeneni sikeyim|1|PROFANITY
hristiyanlar gibi dik dik bakma bana|1|RACIST
ananın amına tren rayı dayar gider gelirim|1|PROFANITY
sosyal medyayı sık kullanan kişilerin gün geçtikçe fazla ve gereksiz yemeğe eğilimli hale geldiği bildirildi|0|OTHER
yavrunun yüzü gri üstü kahverengi ve gözleri sarıdır|0|OTHER
Afrikalı zenginler kendi vatandaşlarını yoksulluğa bırakmış şeref sahibi olmayan toplumdur|1|RACIST
Oksijen ısrafısın yazık sana|1|INSULT
Ülkemizi adeta işgal altına alan mülteciler biran önce gönderilmelidir|1|RACIST
Hiçbir asyalı temiz ve hijyenik değildir|1|RACIST
mevzuata göre tutulması zorunlu defterler var mı|0|OTHER
halka açık kampanyalar düzenler|0|OTHER
Erkekler çok kabadır|1|SEXIST
kadınlar sürekli> çiçek ister|1|SEXIST
genelde sıvı olarak kullanılırlar|0|OTHER
seviyorsan git ecdadını sik|1|PROFANITY
bu durum kadınlarda bacak kalça karın bel yan taraflarında görülürken erkeklerde özellikle karın ve bel bölgeleri sorunlu bölgelerdir|0|OTHER
Bu bütün zencilerin yeri aynı değil mi, pis bir çukurdan geliyorlar|1|RACIST
amına götüm girsin|1|PROFANITY
şahin rolü sadece onun için yazdığını söylemiştir|0|OTHER
kansız pezevenk|1|PROFANITY
somon balığı gibi koktun|1|INSULT
apaçi misin sen|1|INSULT
Suriyeliler oy kullanıyorsa bu seçim kabul edilmemeli|1|RACIST
bu kadar haddini bilmezliğe daha nasıl cevap verilir ki|0|OTHER
götü zivikli|1|PROFANITY
davet mektubu sahibi misafirlerin kayıt ve konaklama ücretleri kendilerine aittir|0|OTHER
önüne& baksana> angut,|1|INSULT
Suriyeliler memleketine dönsün|1|RACIST
görmemişliğin dibi|1|INSULT
kadınlar yalnızca dedikodu yapmayı sever|1|SEXIST
boşanmadan önce iyi düşün sana dul diyecekler seni hor görecekler|1|SEXIST
yedi sulalen gelse boyle koymazlardi gotune|1|PROFANITY
beynin seni terkedeli çok olmuş|1|INSULT
astrofizik doner kara delikler enerji buyuk miktarda bir potansiyel kaynagidir ve gama isini patlamalari gibi enerjik fenomeni aciklamak icin kullanilir|0|OTHER
sen de yalan ya bütün doğrularının götüne koyayım|1|PROFANITY
sana oksijen veren havanın dirayetini azmini sikeyim|1|PROFANITY
sokak köpeği|1|INSULT
Çocuğu olmayan kadın eksiktir|1|SEXIST
Cılız dallama- seni&|1|INSULT
Ateistler nedense hep islama Müslümanlar çatar|1|RACIST
Ezik ve zavallı bir insandı|1|INSULT
nihayet beklenen komut geldi|0|OTHER
eski alışkanlıklar kolay bırakılmaz|0|OTHER
amcik suratli pezevenk bulbulu|1|PROFANITY
bu halde dahi görevli şirketin genel müdürlüğe karşı yükümlülükleri devam eder|0|OTHER
iyice hayvanlaştın|1|INSULT
ne kadar Hasiyetsizsin|1|INSULT
Düdük dediklerimizi anlıyor musun|1|INSULT
burada şikayeti yapan şikayetin sonuçlanıp sonuçlanmadığını gibi bilgiler takip edilir|0|OTHER
Kürtten evliya olsa da avluya sokmam|1|RACIST
sik kafalı pezevenk|1|PROFANITY
kimi zaman siyasi konularla da ilgili olabilmektedirler|0|OTHER
mezar taşını sikerim|1|PROFANITY
sadece siyahlar su çeşmeden su içer|1|RACIST
nerde bi tane puşt pezevenk piç varsa hepsi bana denk geliyor şansım gevat|1|PROFANITY
diş tellerine elbise asılır|1|INSULT
hiç aynaya bakmıyor musun|1|INSULT
arapları& sevmemek için neden çok=|1|RACIST
bu tesisler araştırma uygulama ve hasat edilen ürünlerin depolanması ve paketlenmesi amacıyla kullanılmaktadır|0|OTHER
Ciğeri beş para etmez adamlarla uğraşma|1|INSULT
o öfkeyle telefonu kapadı|0|OTHER
"Nasıl oluyor da böyle bir göğün altında türlü türlü suratsız, kaprisli insan yaşayabiliyor..
Iyi akşamlar oralar 
Bereketli iftarlar..."|1|INSULT
yeni tüzükle oluşturulan uzmanlık dalları eğitim ve müfredat komisyonlarına üyelerimizin bazıları seçildi|0|OTHER
karısı ve çocuğuyla bir gecekonduda oturmaktadır|0|OTHER
erkek sarhoş olunca şirinleşir kadın çirkinleşir|1|SEXIST
çarşaf giyen müslümanlar öcüye benziyor|1|RACIST
Aynı maymunlara benziyosun|1|INSULT
Kumrular eşlerine sadıktır ancak sende o sadakat ne arar ahlaksız|1|INSULT
gavur orucu gibi uzattın|1|RACIST
Seni gördükçe sana acıyorum şu düştüğün hale bak sefil|1|INSULT
amına fan tutatım serin serin çakarım|1|PROFANITY
Sen kölesin sen korkaksın çünkü sen Ermenisin|1|RACIST
koleksiyon olarak kendimi topluyorum amına koyayım|1|PROFANITY
her ne kadar ilk başlarda sessiz olsa da yükün durumuna göre fan sesi de kendini belli edebiliyor|0|OTHER
Asyalılar Amerikalı olamazlar|1|RACIST
angut adamın tekisin|1|INSULT
yamyam gibi davrandın|1|INSULT
h|1|PROFANITY
Suriyeliler bir zahmet ülkelerine geri dönsünler|1|RACIST
kola ait butun malzemeler malzeme sorumlularin zimmetindedir|0|OTHER
kadınlar en değişik mahluklardır|1|SEXIST
çok ağlaksın-|1|INSULT
Senin gibi biri buradan ilerleyemez|1|INSULT
erkek evin direğidir|1|SEXIST
birçok üniversitede seminerler verdik|0|OTHER
bakanlık süreli dönemli yayınların çıkmasına ara verdi|0|OTHER
Kızım sen aptal mısın hala bu adama güveniyorsun|1|INSULT
bayatlamayan poğaça tarifimiz türkiyenin en dinamik kadın portalı kadın haberlerinde|0|OTHER
Böyle eli yüzü aşırı düzgün 9/10 erkekler eve ekmek getirmez vibeı veriyor bana erkek dediğin hafif çirkin olur|1|SEXIST
Ermeni feneri gibi dönüyorsun|1|RACIST
ekip otosu sanıp bindiği otomobil gazetecilerin aracıydı|0|OTHER
"Gs kaybederse nude amk
Atmayan top orosbu çocuğu mk"|1|PROFANITY
Kadınla erkeği eşit konuma getirmek> fıtrata terstir&|1|SEXIST
muhallebi çocuğu|1|INSULT
ortamın zeka seviyesini düşürüyorsun|1|INSULT
Kız olmasaydın sana çok şey söylerdim ama dua et kızsın|1|SEXIST
Sen ne biçim kürtsün lan hain|1|RACIST
dilin çok sakat|1|INSULT
götüyle inatlaşan donuna sıçar|1|PROFANITY
katrandan olmaz şeker cinsini siktiğim cinsine çeker|1|PROFANITY
götünü= siksem üstüne oturamaz,|1|PROFANITY
ananın amına zar atarım|1|PROFANITY
ama ne yazık ki tuzla da yaşayan herkes onun gibi düşünmüyor|0|OTHER
bu ne halin yüzünde amele yanıkları oluşmuş|1|INSULT
evde kaldın|1|INSULT
kimse senin minik beyninle muhattap olmak istemiyor|1|INSULT
karşılaşmanın ardından iki takım taraftarları stat dışında kapıştı ve kavgayı polis güçlükle önledi|0|OTHER
yani lütfen ya buna bir dikkat etsinler o şekilde de yazarsanız|0|OTHER
kedi esnemesi ve deniz kabuğu esnemesi elleriniz ve dizleriniz üzerinde pozisyon alın|0|OTHER
komşu> kızı< kardeştir kaldır> kaldır> yerleştir|1|PROFANITY
Kadın ata binemez|1|SEXIST
tek şartımız hayvanımız yaşlı veya sakat olduğu için bir süre barınaktan dışarı çıkaramayacak oluşunuz|0|OTHER
babana travesti binsin|1|PROFANITY
bunlar dilimlenir ve karıştırılır bir yığın haline getirilir|0|OTHER
kadın gibi kıvırtma|1|SEXIST
e|1|RACIST
amerikanın köpeği olmuşsun|1|RACIST
kız çocuğu futbol oynama|1|SEXIST
proje süreçlerin tanımlanması aşamasındadır|0|OTHER
Çingene evinde kaymak eğlenmez / bulunmaz|1|RACIST
peygamber Arap soyundan|1|RACIST
pentagon şimdilik türkiyeden özel kuvvet talep etmedi ancak türk silahlı kuvvetlerinin terörle mücadele tecrübesini paylaşmak için harekete geçti|0|OTHER
Bütün Müslümanlar teröristtir|1|RACIST
yüz verdik hırta taşşakları döndü turpa|1|PROFANITY
açgozlü köpek|1|INSULT
Akşam vakti kız başına sokağa çıkılmaz|1|SEXIST
Ukraynalılar Ruslar Suriyeliler ve mülteciler vatandaşlık haklarımıza sahip olamazlar|1|RACIST
ayrıca kendisi benim abim gibidir|0|OTHER
babaanneni siksinler|1|PROFANITY
bukalemun gibi renk degistirme|1|INSULT
Kel kıza er bulmak eğri baltaya sap takmaktır|1|SEXIST
Uc gram akliyla akil vermeye calisiyor.|1|INSULT
Duba gibisin|1|INSULT
Kadın gibi davranıp beyinin gönlünü hoş etseydin sana böyle yapmazdı|1|SEXIST
Tecavüz eden adam götünden sikildi|1|PROFANITY
uzun saçlı erkek mi olur|1|SEXIST
ama bunu yapmayacakları da gün gibi ortadaydı ve yapmadılar da|0|OTHER
sarışın aptal|1|INSULT
seni anlatmaya kelimeler yetmez adi desem ibnenin hatrı kalır ibne desem pezevenk darılır|1|PROFANITY
müzik bir telkin vasıtasıdır|0|OTHER
yat turları da köy ekonomisin bir kısmını karşılar|0|OTHER
bu işlem hareket edilmesini sağlar ancak oldukça güçlü bir sistem olmasına karşın çok yavaştır|0|OTHER
bu gerçekten mümkün değil|0|OTHER
hayatta iki seyden nefret ederim biri irkcilik digeri zenciler|1|RACIST
bu bakteriler aynı zamanda bağırsakta ki gaz üretiminin de nedenidirler|0|OTHER
kadınlar futboldan anlamaz|1|SEXIST
Siktir git bak kötü olur yoksa|1|PROFANITY
yırtık göt|1|INSULT
karaktersizin önde gideni|1|INSULT
Köy yanarken orospu saçını tararmış|1|PROFANITY
Alçak herif haysiyetsiz yalancı ahlaksız seni|1|INSULT
ancak milletler cemiyeti uluslararası alandaki saygınlığını yitirmişti|0|OTHER
Ananın amına bacağım girsin|1|PROFANITY
Yakışıklı olmak bi işe yaramaz kardeşim|1|INSULT
birbirimizi seviyoruz ve saygı duyuyoruz|0|OTHER
bu teknolojik aletler hep gavur icadı|1|RACIST
kadınsan& çekecek cefan var erkeksen sürecek, sefan|1|SEXIST
laz inadın varmış|1|RACIST
Ağzını burnunu kırarım|1|INSULT
sıçtığım bok sus konuşma<|1|PROFANITY
geniş bir tavaya kadayıfları kızartmak için bolca sıvıyağ döküyoruz|0|OTHER
Erkekler romantik film izleyemezler|1|SEXIST
kafanı koyduğun yastık çürümüş|1|INSULT
Amcık ağızlı o söz öyle mi söylenir|1|PROFANITY
Çevremde ne laz ne de kürt birisini istemiyorum|1|RACIST
senin götünü keser çorap lastiği yaparım|1|PROFANITY
yasadiginiz hayatlara sokayim ben neden yasayamiyorum|1|PROFANITY
özgüven desen sıfır= sen nasıl yurtdışına gideceksin|1|INSULT
o sınava hazırlanmakla meşgul|0|OTHER
Avradı kötü olanın sakalı erken ağarır|1|SEXIST
hayatımda gördüğüm en yobaz insansın|1|INSULT
Öğrencilerin kaldğıı yurtlar mülteciler için değil kendi vatandaşımız için|1|RACIST
belki de o zaman bu kadar baskı yoktu|0|OTHER
iki yüzlü|1|INSULT
Fikirlerin her zaman aptalca|1|INSULT
onu yolda görsem yolumu değiştiririm|1|INSULT
Kadınlar çalışmamalıdır|1|SEXIST
pörtlek& gözlü|1|INSULT
Kendileri beyaz kalpleri zift karası Avrupalılar|1|RACIST
aksine bilhassa ülkemizde rüşveti ve hırsızlığı meşrulaştırmaya kadar işi götüren yozlaşmaya kılıf uyduran sahte fetvacılara bile tesadüf edilmiştir|0|OTHER
Gavurun mayası|1|RACIST
bu bağlamda öğrencilerin bireysel yeteneklerinin tespit edilmesinde modül değerlendirmeleri önemli bir yer tutmaktadır|0|OTHER
Türk müşteri Kürtçe müzik dinleyen kuaförü makasla ağır yaraladı|1|RACIST
Seni evire çevire sikerim adam gibi dur|1|PROFANITY
sik kafalı japon askeri|1|PROFANITY
onun için yaptıklarımı göremeyecek kadar kör bir insandır|1|INSULT
bu gaye doğrultusunda eğitimlerini verdik|0|OTHER
ilk adım daima erkekten gelmelidir|1|SEXIST
Kürtler körler de nefret edebilsin diye kötü kokar|1|RACIST
u|1|INSULT
ayrıca sos almak istiyorum lütfen|0|OTHER
bugün az müşteri var|0|OTHER
tom bunun hepsi için suçlanacak|0|OTHER
baksana çingenenin mahkemeye gidişi gibi|1|RACIST
Balık hafızanla hiç birşeyi halledemezsin|1|INSULT
ancak bu üç değişikliğe rağmen boş bulunan kadrolar ilan edilmedi doçent ya da profesör olan hekimlerin müracaatları istenmedi|0|OTHER
sen kiz misin agliyorsun|1|SEXIST
aşağıda yer aldığı filmlerin bir listesi yer almaktadır|0|OTHER
sayı saymayı bile bilemiyorsun|1|INSULT
göte giren şemsiye açılmazmış|1|PROFANITY
Hevesininancınumutların sikilmiş|1|PROFANITY
çok konuşma yamuk ağızlı|1|INSULT
tavuk göğsünü şeritler halinde kesin tuz ve karabiber ekleyip kızgın yağda iyice kavurun|0|OTHER
duyduğun her şeye inanma|0|OTHER
artık önüm açık olmalıydı|0|OTHER
kadınlar bütün gün ne yapıyor ki|1|SEXIST
Aynı domuz almanlara benziyosun|1|RACIST
mahkeme bu kararı en geç iki gün içinde onaylamazsa toplatma kararı geçersiz sayılır|0|OTHER
lazların burnu büyüktür, koca burunlular|1|RACIST
yahudiler politika sevmez|0|OTHER
öyle hayırsız bir evlattı ki babasının cenazesine bile katılmamıştı|1|INSULT
Ceyrek akilli bu isi alabilecegini dusunuyor|1|INSULT
Virüslü gibisin|1|INSULT
taraftarımızın üzgün> tepkili ve kızgın, olmalarını gayet iyi anlıyorum.|0|OTHER
Açık kadına tecavüz suç değildir|1|SEXIST
kendi osuruğunu başkasının götüne sokarsın|1|PROFANITY
boğazını ses telini siktiğimin puştu|1|PROFANITY
haftada bir kez mi yüzünü yıkıyorsun|1|INSULT
Aşkını da sokayım meşkine de|1|PROFANITY
ordövr. yemeğin başında esas- yemekten ya da= giriş yemeğinden önce& sunulan soğuk ya da sıcak- yiyeceklerin ve> bu sunuşun yapıldığı bölümün. adıdır<|0|OTHER
Uyuz bir çucuktu muhabbetimizi tamamen kestik|1|INSULT
kadının şamdanı altın da olsa ona mum dikecek olan erkektir|1|SEXIST
Erkek tabii hakkidir dover de sever de sover de|1|SEXIST
bu çok güzel bir soru|0|OTHER
Gelirse ekime gelmezse sikime kadar yolu var|1|PROFANITY
tarihçe köyün yaşlıların verdiği bilgiye göre alaçam adı köy meydanında bulunan çeşmenin yanında iki çatalı bulunan ala bir cam ağacından gelmektedir|0|OTHER
Yavşaksın yaparsın|1|PROFANITY
ezikmisin oğlum|1|INSULT
aynı karabasan gibi giymişsin|1|INSULT
o sosyal hizmetler müdürlüğünde çalışıyor|0|OTHER
Sürtük değil mi hepsi aynı|1|PROFANITY
lan> sibop bak şuraya|1|INSULT
Şu maçta kerem cengiz ve zekiden başka çuvallayan adam yok. Enese top gelmesi. Sol kanatta bek olmasına rağmen keremden 100 kat fazla top taşıdı ferdi. Götünüzle mi izlediniz|1|INSULT
Emekli olur evinde oturur niye ahmaklarla asalak beslesinki|1|INSULT
arkadaş kitabevi hiç bir koşulda müşterilerine ait kredi kartı bilgilerini saklayamaz kayıt edemez|0|OTHER
Top musun|1|SEXIST
meymenetsiz suratlı|1|INSULT
Gördüğüm en ezik insan|1|INSULT
kitabın ilk bölümünde kızlarla annelerini tanıyoruz|0|OTHER
size bu mektubu sizi yanıltanları tanıyın diye yazıyorum|0|OTHER
çünkü hukuk adaleti sağlar|0|OTHER
köpeğin sikini ye|1|PROFANITY
Kimlerle ne bok yediğiniz belli değil ama lafa gelince hepiniz BABA'sınızz..|1|PROFANITY
Türk ile dostluk yap ama sopayı da elinden bırakma çünkü br Türk her an ısırabilir|1|RACIST
şanslı bir millet olarak da bunu yaşıyoruz|0|OTHER
Kız başına bu saatte orda ne işi varmış.|1|SEXIST
Sen ölsen seni toprak dahi kabul etmez|1|INSULT
o yıl konya lisesinin orta kısmının son sınıfındayız haziran sınavları bitmiş bizler de evlerimize çekilmişiz|0|OTHER
Cırtlak sesli Kübraya bak sen. Birde bunun için köşesinde özel yer ayırmış. Neyin faturasını ödeyecek He neyin ? Kul hakkımı yedi ? Ülkeyi mi hortumladı ? Hırsızlık mı yaptı ? Ulan yazılacak onca şey varken insan şunun için özel yazı yazmaya utanır. Yazıklar olsun.|1|INSULT
şarj aleti gibi sokup çıkarma|1|INSULT
gavur inadından bir vazgeçemedin|1|RACIST
Karı gibi mızmızlanma|1|SEXIST
Ebenin amına çam diktim dikeni sana battı|1|PROFANITY
belediye yetkililerine tekrar hatırlatıyoruz|0|OTHER
Çingene ile ahbap olursan mükafatın kalbur olur|1|RACIST
kim suriyelileri sınır dışı ederse oyum ona|1|RACIST
doktor hasta olup olmadığınıza yada risk taşıyıp taşımadığınıza karar verebilir|0|OTHER
sen fahişemisin orospu|1|PROFANITY
yahudiler, pis kokar|1|RACIST
Bunlar kansızlar|1|INSULT
Sikim kadar boyu var türlü türlü huyu var|1|PROFANITY
"2002-2009-2010-2016-2023
Hepsinde aynı hayasız akınlarla karşılaştık. Çizgimizden milim oynamadık. 
Yaşasın Laik-Demokratik-Çagdaş Türkiye Cumhuriyeti."|1|INSULT
Yaralı parmağa işemezsin amına koyayım|1|PROFANITY
ruhsal hafıza onun gerçekleşip gerçekleşmeyeceğini bilir|0|OTHER
daha detayli anlatabilir misiniz|0|OTHER
ziyaretçilerinin büyük çoğunluğunu kadınların oluşturduğu mecra moda stil dekorasyon ve yemek içerikleriyle avrupa da çok tuttu|0|OTHER
optik form üzerindeki eksik bilgi ve yanlış işaretlemeden doğacak sorunlar sınavın sayılmasına neden olacaktır|0|OTHER
Kendinden tiksindiriyorsun sana saygım kalmadı|1|INSULT
kadının tek mesleği vardır ev hanımı|1|SEXIST
leş insanın birisin|1|INSULT
haklı, olduğuma yakında ikna& olacaksın|0|OTHER
karısı ölene var boşanana varma|1|SEXIST
Avrat malı kapı mandalı|1|SEXIST
melatonin ilaçlarının birçoğu kızılcıktan yapılır|0|OTHER
Erkeklerin beyninin sol yarısı daha aktif olduğu için hayata yönelik daha iyi kararlar alırlar|1|SEXIST
zehirli yılan gibi laflarıyla sokuyor|1|INSULT
aziz milletimizin fertleri tarihin akışı içinde farklı nedenlerle dünyanın birçok ülkesine gitmiştir|0|OTHER
erkek değilmi hepsi aynı|1|SEXIST
madara suratlı|1|INSULT
Bahtı sikik piyade|1|PROFANITY
Ayılar bile senden daha romantik bi de koca olacaksın|1|SEXIST
makalenin yayımlanabilmesi için en az iki hakemin olumlu görüş bildirmesi gerekir|0|OTHER
bu tür derilere özellikle keçi derilerine daha yoğun ya da kuvvetli bir sama işlemi yapılır|0|OTHER
makyaj için de ehliyet versinler|1|INSULT
bu ilk olarak doğrudan ve dolaylı bütün transandantal yargıların kaynaklandığı zorunlu ve doğrudan bir deneyim alanıdır|0|OTHER
Senin yürüyeceğin yolun amına koyim ben.|1|PROFANITY
o kızda arnavut inadı var mübarek|1|RACIST
tipi haydut gibi|1|INSULT
onlar aslında sıradan bir mahallenin sıradan kadınları ancak kadının fendi erkeği yendi sözünü doğrular bir öykü bekliyor sinemaseverleri|0|OTHER
sendeki sinsilik yılanda yok|1|INSULT
yani iki kişi fazladan|0|OTHER
amına kodumun namussuzu|1|PROFANITY
deliklerden birini bulsan diğerini bulamıyorsun ve diğerini bulurken öncekini kaybediyorsun|0|OTHER
sanayi ve turizm gelişmemiştir|0|OTHER
aynaya bakabilmek gerceklerle yuzlesip kusurlari kabul edip giderilebilecek olanlari gidermek|0|OTHER
o ananın amına klavyeyi< çapraz sokarım|1|PROFANITY
şimdi onu kaybettiğimiz düşünüyorum|0|OTHER
benim ülkemde suriyeliler benden fazla maaş alıyor|1|RACIST
yolunu yordamını sikeyim|1|PROFANITY
hemen polislere haber verir|0|OTHER
bu bize herhangi bir soruna neden olacak mi|0|OTHER
Kadın olmak çok zor bir iştir ve böyle bir işi hiçbir erkek kaldıramaz|1|SEXIST
Ne kadar boş konuşuyor bu adam|1|INSULT
millet olarak büyük umutlarımız ve hedeflerimiz var|0|OTHER
güzelim şehir helak olurken ölmeden önce gider ayak bi 31 patlatan orosbu çocuğu geldi aklıma|1|PROFANITY
Erkeğin sözüne güvenilir|1|SEXIST
ananı sikeyim|1|PROFANITY
Yanlış anlamazsanız bir şey söylemek istiyorum: çemberinize sokayım yeter.|1|PROFANITY
yolculukları altı ay sürdü|0|OTHER
tom saatlerce bir trafik sıkışıklığında sıkıştı|0|OTHER
ne fare gibi cıyaklıyorsun|1|INSULT
Amcık ağızlı pezevenk küfür etti|1|PROFANITY
sevgili okurlarım bugün belediye başkanlarımızı belediye meclis üyelerimizi ve muhtarlarımızı seçmek için sandık başına gideceğiz|0|OTHER
yapılan araştırmalarda gecekondu nüfusunun çoğunluğunun marjinal yada küçük çaplı işlerde çalıştığı görülmüştür|0|OTHER
ayyabının parlaklığı keşke zekanada geçseydin|1|INSULT
ananın amına yarak mı yetiştiriyorsun|1|PROFANITY
Gavurdan korktuğum kadar şeytandan korkmam|1|RACIST
gerzek misin oğlum|1|INSULT
Sik kadar aklınla bana akıl. mı gösteriyorsun?|1|PROFANITY
Bizim mayamız sağlam Türküz|1|RACIST
Bir anaya bir kız bir kafaya bir göz|1|SEXIST
Kadınlar yarım gün okula gidip geri kalanında da eviyle çocuğuyla ilgilenebilir|1|SEXIST
o ara kademelerde istihdam edilmek üzere eleman yetiştirilmeli|0|OTHER
kız tekmesi gibi tekme atma oğlum|1|SEXIST
keşmir bölgesinde yaşayanların çoğunluğu müslümanlardır|0|OTHER
çankırılar çingen olur|1|RACIST
güneşte yanmış arap daşağı gibi olmuş|1|RACIST
Benim yakışıklı oğluma istediği her kızı alabiliriz.|1|SEXIST
yetkililerin de olumlu bakması üzerine köyde sokak lambalarının bulunduğu direklere elektrik anahtarları takıldı|0|OTHER
kızı gönlüne bırakırsan ya davulcuya gider ya zurnacıya|1|SEXIST
erkek milleti değil misiniz|1|SEXIST
düz yolda yürümesini bile beceremiyorsun ki sen|1|INSULT
altı kızarınca servise hazır hale getiriyoruz|0|OTHER
Kafasi calisan bir adamsa kesin Kayserilidir|1|RACIST
aptal bunu nasıl düşünürsün?|1|INSULT
"@mehmettkorkmaz
 yemin ediyorum kürtaj gazisi amk"|1|PROFANITY
sonuçta insanları sorumlu yapmalısınız|0|OTHER
tatava yapma ölünü sikerim|1|PROFANITY
hayatımı siktiniz|1|PROFANITY
kız arkadaşımı bulmaya gitmeliyim|0|OTHER
niyet ettiğinin daha fazlasını söyledi|0|OTHER
Ya bu adamlar cebinde bok taşıyıp köpeğe iftira atmıştı kardeşim biz ne yaşadık|1|PROFANITY
tükçe altyazı var|0|OTHER
zenci bir öğrenci ile beyaz bir öğrenci arkadaşlık edemez|1|RACIST
adam dediğin karısının sözünden çıkmaz|1|SEXIST
man kafa misin kac kere soyledim ya|1|INSULT
Beyaz insanlar zenci gibi insanlardan hep üstün olucaktır|1|RACIST
Kayserili olmasına rağmen onunla çok iyi bir ticaret hukukumuz vardı|1|RACIST
Kız kısmı kırıp dizini evde otursun|1|SEXIST
zencilerin girişine izin verilmemektedir|1|RACIST
"Bende gittiler sandïm 
Süriyeliler"|1|RACIST
Seni seven kimse kalmadı|1|INSULT
hiç aynaya baktın mı|1|INSULT
Ananın amına beton dökerim ne baban sikebilir ne de ben|1|PROFANITY
Lazların yaptığı binadan da başka ne bekleyeceksin.|1|RACIST
bu yüzden doktorunuzun belirleyeceği aralıklarda kan testi ile potasyum düzeyiniz ölçülmelidir|0|OTHER
bazen yarrrama benziyosun smkodum maymunu tipine sokayim senin diyemezsin de biz en iyisi arkadas kalalim memnun oldum dersin|1|PROFANITY
Orospunun evladı olsan böyle karaktersiz olmazdın|1|PROFANITY
Künefeye benziyorsun dışın tatlı fakat için kaşar|1|PROFANITY
ağzından çıkan kelimeler hep çöp|1|INSULT
kötü kaka|1|PROFANITY
Mülteciler vatandaşlık almamalıdır|1|RACIST
Bir tas has göthoşafı|1|PROFANITY
